text,label
Populismo nivel Dios !!! Al dominicano le gusta que lo allanten que le vendan sueños y el presidente eso lo sabe y está haciendo uso de ello además que el socialmedia de el está alante del que estaba alante esto no se sabe donde valla a parar jajajajjaja,
Con eso el entiende que hace la diferencia y marea a los ignorantes … jajajaja,
Esto no es populismo esto es ser humilde de corazón.,
Diría que ambos,
Populismo en su máxima expresión,
Tora mmg deja tu odio...que tu gosaste mucho en el pld,
Bien,
"Es un presidente que lo ha tenido todo, es austeridad. Pone el ejemplo !!",
Sería interesante saber si todos los funcionarios que llevo están pagando el pasaje con su dinero 🤔,
Ninguna de las dos… es #política #mijo… politica,
"El pueblo dominicano como quiera critica, yo lo veo súper bien 👏",
Eso es humilda y manda un mensaje a a los funcionarios que no se debe conjetura lo del pueblo,
Nada de eso. Humildad,
"Creo que un presidente no debe viajar en vuelo comercial, demasiados intereses juntos para tomarse ese riesgo innecesario",
Populismo o no está dando un buen mensaje. El mejor presi 💪💪,
Si viaja en avión privado está gastando el dinero del pueblo “ si viaja en avión comercial el tipo lo hace para llamar la atención y aparentar humilde “ coñasooooo el Dominicano Jode demasiado ….. peores han pasado por el gobierno .,
"@melissammaria totalmente de acuerdo contigo, damos pena realmente",
"Lo consideró algo cómo fuera de si, por que el no es un funcionario del estado el es el presidente de la República, creo que debiera de ir un poco mas seguro por que el es la maxima autoridad del país, si fuese paliza y demás lo viera como austeridad pero en esta ocasión  lo veo populismo esta llamando a la atención.",
Muy bien eso es honestidad 👏👏👏👏👏👏👏,
"Tenemos un presidente, honesto, ecuánime, y sobre todo una humildad extraordinaria, bendiciones 🙏🙌😍👏",
"Entiendo que es consciente de las medidas qué hay que tomar para demostrar la reducción del gasto, pero también conoce el impacto social ante un hecho como este….",
"@giovanina21 Claro que no no está bien, la estabiludad de una Nación depende de resguardar a su presidente. Solo de ejemplo; la recien crisis en Haiti.",
"@lodominicano Que el mandatario de Mexico lo haga, no significa que es correcto desde el punto de vista de la seguridad.",
"#Antinoti @elantinoti  Desde el punto de vista de seguridad considero que ningún mandatario debe usar vuelos comerciales,  el riesgo  de seguridad lo provoca la presencia misma de cualquier mandatario en un vuelo comercial. Deberian viajar privado y no arriesgar a otros pasajeros.",
Contexto?,
👏👏👏👏👏👏🙌,
"Presidente o no presidente Luis Abinader puede viajar como el quiera, si lo quiso hacer así, bien por el y por la economía del país!!! Bravo!!",
Si viaja en avión privado dicen que no hay dinero para comprar avión ✈️ que eso es un gasto innecesario 😮coñ..Oo tanto que joden si viaja en en aerolíneas normal también es malo la creeeee…..Ta tanto que asaran a todo le buscan la vuelta 🤨,
Nos veo nada de malo con esa decisión que haya tomado el presidente ya que el es un ser humano,
👏👏👏👏👏👏,
"Usted pensar lo usted entienda por ahi no va mi reflexión, ahora bien  cuántos más del ambiente político candidatos y hasta pasados presidente pueden hacerlo. Presidente 👏👏👏",
"Hay que ser menos chismosos, porque tiene que haber una razón de tras de todo, estoy llegando a pensar que este canal se está montando en la ola del amarillismo y no de informar responsabilidad.",
👏,
"Me parece bien, sea por lo que sea... Por algo fue aplaudido.",
"Lo que la gente quiera pensar, porque al final, cómo quiera critican.",
Yo no se si es popilismo lo que te aseguro yo a ti es que  ni Danilo ni Leonel ya no son presidentes y ninguno  se atreve a viajar asi. Es más ni del comité político se atreven hacerlo  y por que sera?,
"Creo que está predicando con el ejemplo, antes podía viajar en primera clase, Nadie le iba a preguntar con el dinero de quien lo había hecho, ahora debe cuidar las formas y para enviar un mensaje bien Claro y directo a los demás funcionarios, aplaudo ese gesto 👏",
Eso fue pal’ video 😂después que se dejó de grabar?,
"Yo lo veo muy bien , así no gastan tanto en vuelo con el dinero de los impuestos que todos pagamos .",
Como debe ser.,
"Lo que te puedo decir es que si se hubiese ido en un Jet Privado lleno de escolta, la gente hubiera criticado igual 😂 @elantinoti",
"Eso está súper bien, siempre y cuando ande con seguridad",
Eso es lo que se llama austeridad 👏,
Eso está bien dando ejemplo el presidente @luisabinader es real,
Sabemos que ése avion va lleno del mismo partido de ellos,
"Si nunca se hubiese hecho algo así, creo que es una muy buena iniciativa. Funcionarios todos ya saben le estaremos dando seguimiento",
Lo que sea me gusta la manera en que se manejan. Dios!!! No hay que complacer a todo el mundo!!,
Cuando un presidente humilde no le hace falta viajar en aviones privados 👏,
Humildad y punto,
Un poco de ambas. 🙌🏼,
El mejor presidente de RD !!!👏,
"No se si es populismo o austeridad, pero creo que no debería exponerse así..es el presidente por tal razón deben velar por su seguridad.",
Coherencia,
Ah pero es que como quiera es malo🙆‍♀️,
Populismo por Dios populismo de que si ya es Presidente del país aquí lo que tenemos es un Presidente humilde que no se da viajes de lujos,
Felicito a su equipo de Relaciones Publicas 👏👏 Están haciendo su trabajo y el Presi tiene tremenda proyección.,
Dando ejemplo.  Los principios de un cambio.  Tomará mucho tiempo pero había que empezar y ya lo hizo.  Buen viaje.  Que regrese cargado de éxitos,
Yo le llamaria humildad🙌.,
"Pienso que nadie está conforme con nada , hagas lo que hagas , si de buen corazón o de popularismo, en fin . Nuestro presidente está en Nueva York",
Que ya el no tiene que impresionar a nadie que si el lo hace es porque desea y le da gana y que la gente piense ño qué quiera porq como quiera es malo,
"@jerta0326 la diferencia es que si puede, porque cuando fallas en tu empleo, tus empleadores simplemente te despiden. Aunque sea porbun error que no querias cometer. No veo que es lo dificil de eso",
"Yo creo que el presidente de una nación debe de tener pendiente un poco su seguridad, y por eso creo que es un acto irresponsable de su parte",
"Austeridad, Autenticidad y Sencillez",
Eso es para el vuelve y vuelve……..🤔y los millones que se gastaron en luces y tecnología para el discurso 🎤 del primer año 🙄,
"@chefmanuelguerrero y porque no puede cojer un vuelo comercial ?  Puedo entender primera clase , pero lo veo muy bien , al final mi presi… es rico de cuna !!! Ese no es como el arracavaca de Danilo o Leonel …  las cosas deben de cambiar ..,",
"López obrador presiden de mexico viaja en vuelos públicos y mexico es 1000 veces mas inseguro, ahora el estado debería tener aunque sea un jet privado.",
Excelente!  Se enseña con el ejemplo!!!!Bravo !!!🙌🙏👏👏,
👏👏👏 mucho lo hallan mar pero por mis parte está bien,
No no no,
"Como quiera es Malo, lo que sea pero se esta ahorrando😢 Los otros viajes eran en jet privado y primera clase",
Envidiaismo,
"Si la humildad fuera real, no habría tomado tantos préstamos mientras los hospitales están pasando tantas dificultades!! Y las focas aplaudiendo!! 😮",
Que es humilde y quiere cortar gastos 👏👍,
Creo que está siendo coherente👏👏👏,
Me parece muy inseguro para un presidente,
"Señores, eso de un presidente en un avión comercial es demaciado riesgoso para el. No veo eso disque bien",
Populismo to,
"Creo por seguridad de estado no debería viajar en clase regular, ademas pone en aprietos también a sus guardaespaldas  y toda la seguridad q le asiste",
"Populismo, no hay necesidad realmente",
@nestorgonzalezphoto super de acuerdo!,
"Muy bien por el, hay que ver si sus funcionarios están en su misma sintonia",
"Carajo, estámos como la gata dora, si hacen lloran y si no hacen también 🤷🤦",
Excelente ejemplo y cátedra 👏👏👏,
"Algo bien!  para la próxima vez que tome los asientos traseros, ahí si se hace el verdadero coro",
"Muy bien, menos gastadera, y la austeridad debe ser a todos los niveles, además que el viaje en vuelo comercial no altera en nada sus funciones...",
"Populismo, eso no es humildad…",
Austeridad 💯 lo q más le admiro al Sr Presidente es su humildad 👏👏👏,
El presidente siempre dando el ejemplo y dando elecciones a todos🙌,
"Como quieran hablan, por eso es mundo, cada quien tiene su opinion y/o perspectiva, pero eso no implica que tienen la razon o que conozca la verdadera intención del corazón de @luisabinader eso solo lo sabe Dios. Esto pasa por igual von muchos de tantos temas actuales, una cosa lo ideal, otra cosa lo real, y otra muy distinta la correcta.",
"Excelente, el cambio inicia por la casa.",
"Yo pienso que es una buena medida de austeridad, y está predicando con el ejemplo. Que se sepa, no soy partidaria de nadie en este país.",
Humildad,
Austeridad!,
Eso le suma +++,
Excelente decisión de Nuestro Presidente ha marcado la diferencia respetando el dinero del Estado.,
Y los jala bolas tomando foto 😂,
Que estupidez con eso resolvemos todo! Por favooooor,
@alexandrahquez exactamente 🙏 no puede dar un ejemplo sin usted ejercerlo ✊una eminencia de persona ✋,
Mi presidente!! Por el que yo vote!  Un hombre que vino a servir y no a ser servido.😍😍😍😍😍😍😍😍,
Falta de seguridad,
Mi opinion es que a ustedes si se lo sacan gritan y si se lo meten tambien,
Excelente.... deberia hacerlo asi siempre,
Ningún populismo. Humildad que brota por los poros. 👏👏👏. 😍😍😍,
👏exelente,
"Sensacionalismo es un término periodístico generalmente peyorativo, que denuncia la tendencia a producir sensación, emoción o impresión. Este es el Gobierno del nuevo cambio PRM y asi se oasaran los 3 años que le quedan. Mesa, mesa ,mesa el que mas aplauda👏👏👏👏que baile que baile la mas bonita. Ya el pueblo Dominicano abrio los ojos con sus burlas.",
"Austeridad, Humildad ¡¡ Asi es @luisabinader",
Soy seguidora pero confieso que Sergio nunca nunca opina nada positivo…sorry,
Populismo…un boleto aéreo no representa austeridad frente a la problemática y la proporción de la misma en este tema del ahorro del dinero del estado. ,
@brendacmejiaa Decir que el otro no tiene base recurriendo a criticar  rasgos personales en tu tema político🤡🤡 (Que gran argumento ) 😂😂😂😂 ,
"Aunque muchos no lo crean, existen paises donde mucha gente no sabe ni quien es su presidente. Sus ciudadanos no lo tienen registrado y hasta ni recuerdan el nombre, porque las cosas funcionan, el peso especifico del estado no es tan grande y, por decirlo de alguna forma, se convierten en lo que debe ser, un burocrata o servidor público mas. ",
"El ejemplo entra por la casa , y con esta accion , el Presidente esta marcando linea a sus funcionarios , para que no se equivoquen …",
Es el mismo vuelo que hacemos todos.. y es Seguro… o no??,
"@alfredomartinezp querido gracias a Dios, le renuncié al PLD porque querían ponerme a robar y yo no juego en esa liga pero tengo mi carrera y soy libre, ya no horarios, ni jefes, tengo mi negocio ya por 14 años a Dios la gracia.",
Si claro y le dijo al que grabó: grábame muyyyyy bien y sobre todo cada gesto de la primera dama. Que se note lo más convincente posible oite? ,
Eso está SÚPER bien ,
Favor comentar este abuso de este ruido 247,
Ejemplo de humildad y austeridad. Se predica con el ejemplo.,
"Ninguna de las anteriores, eso se llama “humildad” querer ser cercano a su pueblo 😍",
Hay que preservar la solemnidad de la figura presidencial .-,
Mientras que sea don el dinero del pueblo hasta en la silla 32 se puede sentar y se lo agradezco.,
Su seguridad?? Entiendo que ese es el vuelo más seguro que ha tenido los pasajeros en ese avión.,
"Puede ser lo que sea, lo que se es que en ese vuelo ✈️ no hay un gasto excesivo como los gobiernos anteriores",
